# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.02.2005 по 03.07.2022, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.02.2022 18:00";"0.7";"740.8";"754.8";"0.5";"83";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-1.9";"Осадков нет";"12";"";"";"";"";
"08.02.2022 15:00";"1.7";"740.3";"754.2";"-0.2";"77";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"20.0";"-2.0";"";"";"";"";"";"";
"08.02.2022 12:00";"1.6";"740.5";"754.4";"0.4";"74";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"20.0";"-2.6";"";"";"";"";"";"";
"08.02.2022 09:00";"1.0";"740.1";"754.0";"1.1";"86";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"-0.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"17.0";"-1.1";"2.0";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"49.0";
"08.02.2022 06:00";"0.8";"739.0";"753.0";"0.9";"94";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-0.4";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"8.0";"-0.1";"2.0";"12";"";"";"";"";
"08.02.2022 03:00";"0.5";"738.1";"752.0";"0.7";"93";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Дождь со снегом или другими видами твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"7.0";"-0.5";"";"";"";"";"";"";
"08.02.2022 00:00";"-0.2";"737.4";"751.3";"0.2";"95";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.9";"-0.9";"";"";"";"";"";"";
"07.02.2022 21:00";"-0.3";"737.2";"751.1";"0.3";"93";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"0.6";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.3";"-1.3";"2.0";"12";"";"";"";"";
"07.02.2022 18:00";"0.4";"736.9";"750.8";"-0.2";"84";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"13.0";"-2.1";"2.0";"12";"";"";"";"";
"07.02.2022 15:00";"0.1";"737.1";"751.0";"-0.2";"90";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Дождь со снегом или другими видами твердых осадков";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.6";"-1.3";"";"";"";"";"";"";
"07.02.2022 12:00";"-0.7";"737.3";"751.3";"-0.2";"95";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.9";"-1.4";"";"";"";"";"";"";
"07.02.2022 09:00";"-1.7";"737.5";"751.5";"-0.4";"92";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-7.1";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"7.0";"-2.9";"2.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"48.0";
"07.02.2022 06:00";"-3.9";"737.9";"752.0";"-0.7";"94";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-7.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"100-200";"";"";"4.9";"-4.7";"2.0";"12";"";"";"";"";
"07.02.2022 03:00";"-5.0";"738.6";"752.8";"-0.4";"91";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Дымка. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"3.9";"-6.2";"";"";"";"";"";"";
"07.02.2022 00:00";"-5.4";"739.0";"753.2";"-0.3";"89";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.8";"-6.9";"";"";"";"";"";"";
"06.02.2022 21:00";"-6.3";"739.3";"753.6";"0.3";"88";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-6.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"6.0";"-8.0";"2.0";"12";"";"";"";"";
"06.02.2022 18:00";"-6.9";"739.0";"753.4";"0.4";"89";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.8";"-8.4";"3.0";"12";"";"";"";"";
"06.02.2022 15:00";"-7.4";"738.6";"752.9";"0.1";"84";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"3.7";"-9.7";"";"";"";"";"";"";
"06.02.2022 12:00";"-8.3";"738.5";"752.9";"0.1";"80";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"7.0";"-11.2";"";"";"";"";"";"";
"06.02.2022 09:00";"-9.6";"738.4";"752.9";"-0.4";"86";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-10.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2000-2500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.3";"-11.6";"1.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"45.0";
"06.02.2022 06:00";"-9.7";"738.8";"753.3";"-1.6";"85";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-10.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"4.5";"-11.8";"Осадков нет";"12";"";"";"";"";
"06.02.2022 03:00";"-10.8";"740.4";"754.9";"-1.1";"88";"Ветер, дующий с юго-востока";"1";"";"";"70 – 80%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"7.0";"-12.4";"";"";"";"";"";"";
"06.02.2022 00:00";"-9.5";"741.5";"756.1";"-1.4";"84";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"11.0";"-11.7";"";"";"";"";"";"";
"05.02.2022 21:00";"-8.0";"742.9";"757.3";"-1.0";"80";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"-5.1";"";"";"";"";"";"12.0";"-10.9";"Осадков нет";"12";"";"";"";"";
"05.02.2022 18:00";"-7.5";"743.9";"758.4";"-0.7";"77";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"19.0";"-10.9";"Осадков нет";"12";"";"";"";"";
"05.02.2022 15:00";"-5.4";"744.6";"759.0";"-1.9";"69";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"17.0";"-10.3";"";"";"";"";"";"";
"05.02.2022 12:00";"-7.2";"746.5";"761.0";"-0.6";"89";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"4.5";"-8.7";"";"";"";"";"";"";
"05.02.2022 09:00";"-7.4";"747.1";"761.6";"-0.2";"93";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-8.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"4.5";"-8.4";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"45.0";
"05.02.2022 06:00";"-8.0";"747.3";"761.8";"-0.4";"92";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-8.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"6.0";"-9.1";"Осадков нет";"12";"";"";"";"";
"05.02.2022 03:00";"-8.4";"747.7";"762.3";"0.0";"93";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"";"";"";"-9.4";"";"";"";"";"";"";
"05.02.2022 00:00";"-8.5";"747.7";"762.3";"-0.1";"94";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"";"";"4.6";"-9.3";"";"";"";"";"";"";
"04.02.2022 21:00";"-5.0";"747.8";"762.2";"0.5";"87";"Ветер, дующий с северо-северо-запада";"1";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-2.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"8.0";"-6.9";"Осадков нет";"12";"";"";"";"";
"04.02.2022 18:00";"-3.5";"747.3";"761.5";"0.8";"76";"Ветер, дующий с севера";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"19.0";"-7.2";"Следы осадков";"12";"";"";"";"";
"04.02.2022 15:00";"-3.2";"746.5";"760.8";"-0.2";"75";"Ветер, дующий с севера";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"12.0";"-7.1";"";"";"";"";"";"";
"04.02.2022 12:00";"-3.9";"746.7";"761.0";"0.3";"80";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"9.0";"-6.9";"";"";"";"";"";"";
"04.02.2022 09:00";"-6.0";"746.4";"760.8";"0.8";"91";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-6.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"4.8";"-7.3";"0.7";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"46.0";
"04.02.2022 06:00";"-6.2";"745.6";"760.0";"0.3";"91";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-6.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1500-2000";"";"";"3.6";"-7.5";"1.0";"12";"";"";"";"";
"04.02.2022 03:00";"-5.2";"745.3";"759.7";"0.1";"90";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"1500-2000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"3.5";"-6.6";"";"";"";"";"";"";
"04.02.2022 00:00";"-4.7";"745.2";"759.5";"0.1";"90";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"1500-2000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.1";"-6.1";"";"";"";"";"";"";
"03.02.2022 21:00";"-4.7";"745.1";"759.4";"0.0";"89";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-3.1";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"40%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.7";"-6.3";"0.2";"12";"";"";"";"";
"03.02.2022 18:00";"-4.3";"745.1";"759.4";"0.4";"82";"Ветер, дующий с востоко-юго-востока";"1";"";"";"90  или более, но не 100%";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.6";"-6.9";"Следы осадков";"12";"";"";"";"";
"03.02.2022 15:00";"-3.1";"744.7";"758.9";"-0.1";"78";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"10.0";"-6.5";"";"";"";"";"";"";
"03.02.2022 12:00";"-4.0";"744.8";"759.1";"0.6";"77";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-7.5";"";"";"";"";"";"";
"03.02.2022 09:00";"-6.1";"744.2";"758.5";"0.6";"90";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-8.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-7.5";"Следы осадков";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"46.0";
"03.02.2022 06:00";"-5.1";"743.6";"757.9";"0.4";"85";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-8.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"12.0";"-7.2";"Следы осадков";"12";"";"";"";"";
"03.02.2022 03:00";"-6.4";"743.2";"757.6";"0.5";"87";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"19.0";"-8.2";"";"";"";"";"";"";
"03.02.2022 00:00";"-4.3";"742.7";"757.0";"0.5";"84";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"20.0";"-6.7";"";"";"";"";"";"";
"02.02.2022 21:00";"-2.7";"742.2";"756.4";"0.9";"76";"Ветер, дующий с юго-юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"-2.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-6.4";"Следы осадков";"12";"";"";"";"";
"02.02.2022 18:00";"-2.7";"741.3";"755.5";"1.2";"73";"Ветер, дующий с юго-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-7.0";"Следы осадков";"12";"";"";"";"";
"02.02.2022 15:00";"-2.6";"740.1";"754.2";"0.6";"73";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"-6.8";"";"";"";"";"";"";
"02.02.2022 12:00";"-3.5";"739.5";"753.7";"1.3";"79";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"17.0";"-6.6";"";"";"";"";"";"";
"02.02.2022 09:00";"-4.0";"738.2";"752.4";"1.2";"79";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-4.0";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"10.0";"-7.2";"0.4";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"47.0";
"02.02.2022 06:00";"-3.2";"737.0";"751.0";"0.5";"76";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Ливневый снег или ливневый дождь и снег. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-3.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"20.0";"-6.8";"0.4";"12";"";"";"";"";
"02.02.2022 03:00";"-2.7";"736.5";"750.5";"0.6";"83";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"13.0";"-5.2";"";"";"";"";"";"";
"02.02.2022 00:00";"-2.3";"735.9";"749.8";"0.9";"80";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"-5.3";"";"";"";"";"";"";
"01.02.2022 21:00";"-1.7";"735.0";"748.9";"0.9";"83";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"-0.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"-4.2";"0.2";"12";"";"";"";"";
"01.02.2022 18:00";"-0.7";"734.1";"748.0";"0.9";"80";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"-3.7";"0.4";"12";"";"";"";"";
"01.02.2022 15:00";"-0.4";"733.2";"747.0";"0.5";"83";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"15.0";"-3.0";"";"";"";"";"";"";
"01.02.2022 12:00";"-0.9";"732.7";"746.6";"1.1";"88";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"200-300";"";"";"7.0";"-2.7";"";"";"";"";"";"";
